student_id,full_name,gender,department,10th_marks,10th_board,12th_marks,12th_board,cgpa,backlogs_history,active_backlogs,year_of_study,register_number,email,resume_format,parser_confidence,synthetic_ground_truth
SRM_TWO_167,Keerthana Ghosh,Prefer not to say,CSE,80.4,CBSE,70.3,Cbse,6.26,0,1,3,SRM_TWO_167,srm_two_167@srmist.edu.in,two_column,high,True
SRM_TWO_168,Arjun Mukherjee,Prefer not to say,IT,62.4,State Board,70.2,Icse,8.27,0,1,4,SRM_TWO_168,srm_two_168@srmist.edu.in,two_column,high,True
SRM_TWO_169,Bharath Pillai,Prefer not to say,CSE,70.5,State Board,78.7,Hsc,7.97,0,2,4,SRM_TWO_169,srm_two_169@srmist.edu.in,two_column,high,True
SRM_TWO_170,Pooja Bhat,Prefer not to say,CSE,55.9,CBSE,98.0,Cbse,8.83,0,1,2,SRM_TWO_170,srm_two_170@srmist.edu.in,two_column,high,True
SRM_TWO_171,Ankit Venkataraman,Prefer not to say,MECH,55.9,State Board,87.6,Cbse,7.82,0,1,4,SRM_TWO_171,srm_two_171@srmist.edu.in,two_column,high,True
SRM_TWO_172,Lavanya Shah,Prefer not to say,MECH,77.2,CBSE,78.8,Icse,7.63,0,1,4,SRM_TWO_172,srm_two_172@srmist.edu.in,two_column,high,True
SRM_TWO_173,Rohit Thakur,Prefer not to say,AIML,63.4,ICSE,87.2,Cbse,7.88,0,1,4,SRM_TWO_173,srm_two_173@srmist.edu.in,two_column,high,True
SRM_TWO_174,Kritika Thakur,Prefer not to say,CSE,90.3,State Board,86.6,State,9.24,0,1,2,SRM_TWO_174,srm_two_174@srmist.edu.in,two_column,high,True
SRM_TWO_175,Riya Mishra,Prefer not to say,CSE,93.1,CBSE,67.6,Icse,6.32,0,2,3,SRM_TWO_175,srm_two_175@srmist.edu.in,two_column,high,True
SRM_TWO_176,Sakshi Pandey,Prefer not to say,ECE,84.9,State Board,68.1,Cbse,7.14,0,1,2,SRM_TWO_176,srm_two_176@srmist.edu.in,two_column,high,True
SRM_TWO_177,Manoj Sharma,Prefer not to say,CSE,62.5,ICSE,70.4,State,6.52,0,1,4,SRM_TWO_177,srm_two_177@srmist.edu.in,two_column,high,True
SRM_TWO_178,Lakshmi Krishnamurthy,Prefer not to say,AIML,69.0,CBSE,70.7,Icse,6.31,0,1,3,SRM_TWO_178,srm_two_178@srmist.edu.in,two_column,high,True
SRM_TWO_179,Dhanush Sundaram,Prefer not to say,AIML,65.4,ICSE,81.4,Cbse,7.77,0,1,2,SRM_TWO_179,srm_two_179@srmist.edu.in,two_column,high,True
SRM_TWO_180,Arin Subramanian,Prefer not to say,CSE,73.0,State Board,82.7,Icse,9.26,0,1,4,SRM_TWO_180,srm_two_180@srmist.edu.in,two_column,high,True
SRM_TWO_181,Nithish Patil,Prefer not to say,AIML,91.3,CBSE,72.8,State,8.02,0,1,3,SRM_TWO_181,srm_two_181@srmist.edu.in,two_column,high,True
SRM_TWO_182,Vihaan Rajendran,Prefer not to say,AIML,65.5,CBSE,91.3,State,7.94,0,2,4,SRM_TWO_182,srm_two_182@srmist.edu.in,two_column,high,True
SRM_TWO_183,Ishaan Pandey,Prefer not to say,AIML,93.3,State Board,90.5,Icse,8.48,0,1,2,SRM_TWO_183,srm_two_183@srmist.edu.in,two_column,high,True
SRM_TWO_184,Vikram Roy,Prefer not to say,CSE,77.3,ICSE,73.2,Hsc,7.94,0,1,4,SRM_TWO_184,srm_two_184@srmist.edu.in,two_column,high,True
SRM_TWO_185,Dhruv Bansal,Prefer not to say,AIDS,90.7,ICSE,96.2,State,8.9,0,1,3,SRM_TWO_185,srm_two_185@srmist.edu.in,two_column,high,True
SRM_TWO_186,Ankit Mukherjee,Prefer not to say,CSE,61.0,CBSE,92.9,Cbse,9.36,0,2,3,SRM_TWO_186,srm_two_186@srmist.edu.in,two_column,high,True
SRM_TWO_187,Ananya Rajendran,Prefer not to say,AIML,99.0,ICSE,86.7,Hsc,8.16,0,1,3,SRM_TWO_187,srm_two_187@srmist.edu.in,two_column,high,True
SRM_TWO_188,Vikram Joshi,Prefer not to say,AIML,99.0,ICSE,89.3,State,8.03,0,1,4,SRM_TWO_188,srm_two_188@srmist.edu.in,two_column,high,True
SRM_TWO_189,Riya Roy,Prefer not to say,AIDS,80.9,CBSE,71.6,Hsc,8.17,0,2,2,SRM_TWO_189,srm_two_189@srmist.edu.in,two_column,high,True
SRM_TWO_190,Siddharth Chauhan,Prefer not to say,AIML,78.5,State Board,67.1,Hsc,7.52,0,1,3,SRM_TWO_190,srm_two_190@srmist.edu.in,two_column,high,True
SRM_TWO_191,Ananya Saxena,Prefer not to say,AIML,55.4,ICSE,84.3,Hsc,7.93,0,1,2,SRM_TWO_191,srm_two_191@srmist.edu.in,two_column,high,True
SRM_TWO_192,Nithya Hegde,Prefer not to say,AIML,76.4,CBSE,79.8,Icse,8.64,0,1,3,SRM_TWO_192,srm_two_192@srmist.edu.in,two_column,high,True
SRM_TWO_193,Balaji Hegde,Prefer not to say,ECE,62.4,State Board,93.0,State,9.45,0,1,4,SRM_TWO_193,srm_two_193@srmist.edu.in,two_column,high,True
SRM_TWO_194,Monisha Das,Prefer not to say,AIML,61.4,CBSE,80.7,State,8.44,0,1,4,SRM_TWO_194,srm_two_194@srmist.edu.in,two_column,high,True
SRM_TWO_195,Manoj Patil,Prefer not to say,AIML,99.0,State Board,67.8,Icse,7.21,0,1,4,SRM_TWO_195,srm_two_195@srmist.edu.in,two_column,high,True
SRM_TWO_196,Rohit Chauhan,Prefer not to say,ECE,72.7,State Board,67.3,Icse,7.61,0,1,4,SRM_TWO_196,srm_two_196@srmist.edu.in,two_column,high,True
SRM_TWO_197,Vivek Rao,Prefer not to say,CSE,85.1,CBSE,66.0,State,7.62,0,2,3,SRM_TWO_197,srm_two_197@srmist.edu.in,two_column,high,True
SRM_TWO_198,Pavan Menon,Prefer not to say,IT,58.9,CBSE,90.1,State,9.48,0,1,4,SRM_TWO_198,srm_two_198@srmist.edu.in,two_column,high,True
SRM_TWO_199,Praveen Patil,Prefer not to say,IT,67.8,CBSE,83.6,Icse,7.88,0,1,2,SRM_TWO_199,srm_two_199@srmist.edu.in,two_column,high,True
SRM_TWO_200,Dhruv Sundaram,Prefer not to say,AIML,99.0,State Board,99.0,State,9.18,0,2,3,SRM_TWO_200,srm_two_200@srmist.edu.in,two_column,high,True
SRM_TAB_001,Bhavana Subramanian,Prefer not to say,IT,66.8,State Board,60.0,ICSE,6.13,0,1,4,SRM_TAB_001,bhavanasubramanian9178@srmist.edu.in,table_heavy,high,False
SRM_TAB_001_V2,Bhavana Subramanian,Prefer not to say,AIDS,66.8,State Board,60.0,ICSE,6.13,0,1,4,SRM_TAB_001_V2,bhavanasubramanian9178@srmist.edu.in,table_heavy,high,False
SRM_TAB_002,Naveen Verma,Prefer not to say,ECE,70.3,ICSE,85.2,CBSE,7.67,0,0,4,SRM_TAB_002,naveenverma1696@srmist.edu.in,table_heavy,high,False
SRM_TAB_002_V2,Naveen Verma,Prefer not to say,AIML,70.3,ICSE,85.2,CBSE,7.67,0,0,4,SRM_TAB_002_V2,naveenverma1696@srmist.edu.in,table_heavy,high,False
SRM_TAB_003,Revathi Saxena,Prefer not to say,CSE,88.3,CBSE,83.4,ICSE,8.05,0,0,3,SRM_TAB_003,revathisaxena1032@srmist.edu.in,table_heavy,high,False
SRM_TAB_003_V2,Revathi Saxena,Prefer not to say,CSE,88.3,CBSE,83.4,ICSE,8.05,0,0,3,SRM_TAB_003_V2,revathisaxena1032@srmist.edu.in,table_heavy,high,False
SRM_TAB_004,Gaurav Patel,Prefer not to say,AIML,59.0,Matriculation Board,65.9,HSC,6.48,0,0,4,SRM_TAB_004,gauravpatel8775@srmist.edu.in,table_heavy,high,False
SRM_TAB_004_V2,Gaurav Patel,Prefer not to say,AIML,59.0,Matriculation Board,65.9,HSC,6.48,0,0,4,SRM_TAB_004_V2,gauravpatel8775@srmist.edu.in,table_heavy,high,False
SRM_TAB_005,Dhruv Subramaniam,Prefer not to say,ECE,99.0,State Board,99.0,HSC,9.64,0,0,3,SRM_TAB_005,dhruvsubramaniam6400@srmist.edu.in,table_heavy,high,False
SRM_TAB_005_V2,Dhruv Subramaniam,Prefer not to say,AIML,99.0,State Board,99.0,HSC,9.64,0,0,3,SRM_TAB_005_V2,dhruvsubramaniam6400@srmist.edu.in,table_heavy,high,False
SRM_TAB_006,Lakshya Mukherjee,Prefer not to say,ECE,85.3,Matriculation Board,76.1,ICSE,7.54,0,1,4,SRM_TAB_006,lakshyamukherjee7660@srmist.edu.in,table_heavy,high,False
SRM_TAB_006_V2,Lakshya Mukherjee,Prefer not to say,ECE,85.3,Matriculation Board,76.1,ICSE,7.54,0,1,4,SRM_TAB_006_V2,lakshyamukherjee7660@srmist.edu.in,table_heavy,high,False
SRM_TAB_007,Amritha Natarajan,Prefer not to say,MECH,62.4,State Board,55.9,State Board,6.11,0,0,3,SRM_TAB_007,amrithanatarajan7540@srmist.edu.in,table_heavy,high,False
SRM_TAB_007_V2,Amritha Natarajan,Prefer not to say,MECH,62.4,State Board,55.9,State Board,6.11,0,0,3,SRM_TAB_007_V2,amrithanatarajan7540@srmist.edu.in,table_heavy,high,False
SRM_TAB_008,Aishwarya Natarajan,Prefer not to say,AIML,89.2,State Board,92.2,HSC,9.13,0,0,4,SRM_TAB_008,aishwaryanatarajan6811@srmist.edu.in,table_heavy,high,False
SRM_TAB_008_V2,Aishwarya Natarajan,Prefer not to say,AIML,89.2,State Board,92.2,HSC,9.13,0,0,4,SRM_TAB_008_V2,aishwaryanatarajan6811@srmist.edu.in,table_heavy,high,False
SRM_TAB_009,Bharath Kumar,Prefer not to say,CSE,87.8,Matriculation Board,93.6,CBSE,7.88,0,0,4,SRM_TAB_009,bharathkumar2891@srmist.edu.in,table_heavy,high,False
SRM_TAB_009_V2,Bharath Kumar,Prefer not to say,CSE,87.8,Matriculation Board,93.6,CBSE,7.88,0,0,4,SRM_TAB_009_V2,bharathkumar2891@srmist.edu.in,table_heavy,high,False
SRM_TAB_010,Ravi Bansal,Prefer not to say,IT,63.8,Matriculation Board,76.3,CBSE,7.02,0,0,3,SRM_TAB_010,ravibansal2450@srmist.edu.in,table_heavy,high,False
SRM_TAB_010_V2,Ravi Bansal,Prefer not to say,IT,63.8,Matriculation Board,76.3,CBSE,7.02,0,0,3,SRM_TAB_010_V2,ravibansal2450@srmist.edu.in,table_heavy,high,False
SRM_TAB_011,Dhruv Yadav,Prefer not to say,CSE,86.8,State Board,79.0,CBSE,8.3,0,0,4,SRM_TAB_011,dhruvyadav3364@srmist.edu.in,table_heavy,high,False
SRM_TAB_011_V2,Dhruv Yadav,Prefer not to say,CSE,86.8,State Board,79.0,CBSE,8.3,0,0,4,SRM_TAB_011_V2,dhruvyadav3364@srmist.edu.in,table_heavy,high,False
SRM_TAB_012,Sruthi Venkataraman,Prefer not to say,ECE,85.3,CBSE,99.0,State Board,9.26,0,0,4,SRM_TAB_012,sruthivenkataraman4786@srmist.edu.in,table_heavy,high,False
SRM_TAB_012_V2,Sruthi Venkataraman,Prefer not to say,AIDS,85.3,CBSE,99.0,State Board,9.26,0,0,4,SRM_TAB_012_V2,sruthivenkataraman4786@srmist.edu.in,table_heavy,high,False
SRM_TAB_013,Tara Ramachandran,Prefer not to say,CSE,71.1,Matriculation Board,77.8,CBSE,8.29,0,0,4,SRM_TAB_013,tararamachandran5559@srmist.edu.in,table_heavy,high,False
SRM_TAB_013_V2,Tara Ramachandran,Prefer not to say,CSE,71.1,Matriculation Board,77.8,CBSE,8.29,0,0,4,SRM_TAB_013_V2,tararamachandran5559@srmist.edu.in,table_heavy,high,False
SRM_TAB_014,Surya Iyer,Prefer not to say,AIML,91.7,ICSE,91.7,HSC,8.95,0,0,3,SRM_TAB_014,suryaiyer8047@srmist.edu.in,table_heavy,high,False
SRM_TAB_014_V2,Surya Iyer,Prefer not to say,AIML,91.7,ICSE,91.7,HSC,8.95,0,0,3,SRM_TAB_014_V2,suryaiyer8047@srmist.edu.in,table_heavy,high,False
SRM_TAB_015,Aanya Pillai,Prefer not to say,CSE,78.9,ICSE,70.7,ICSE,7.43,0,1,2,SRM_TAB_015,aanyapillai2364@srmist.edu.in,table_heavy,high,False
SRM_TAB_015_V2,Aanya Pillai,Prefer not to say,CSE,78.9,ICSE,70.7,ICSE,7.43,0,1,2,SRM_TAB_015_V2,aanyapillai2364@srmist.edu.in,table_heavy,high,False
SRM_TAB_016,Lavanya Patil,Prefer not to say,ECE,74.6,State Board,61.8,State Board,6.76,0,0,3,SRM_TAB_016,lavanyapatil9508@srmist.edu.in,table_heavy,high,False
SRM_TAB_016_V2,Lavanya Patil,Prefer not to say,AIML,74.6,State Board,61.8,State Board,6.76,0,0,3,SRM_TAB_016_V2,lavanyapatil9508@srmist.edu.in,table_heavy,high,False
SRM_TAB_017,Aditya Nair,Prefer not to say,AIDS,87.0,State Board,83.8,CBSE,8.22,0,0,4,SRM_TAB_017,adityanair6573@srmist.edu.in,table_heavy,high,False
SRM_TAB_017_V2,Aditya Nair,Prefer not to say,CSE,87.0,State Board,83.8,CBSE,8.22,0,0,4,SRM_TAB_017_V2,adityanair6573@srmist.edu.in,table_heavy,high,False
SRM_TAB_018,Aman Patil,Prefer not to say,AIML,68.9,State Board,76.3,ICSE,7.73,0,1,4,SRM_TAB_018,amanpatil471@srmist.edu.in,table_heavy,high,False
SRM_TAB_018_V2,Aman Patil,Prefer not to say,AIML,68.9,State Board,76.3,ICSE,7.73,0,1,4,SRM_TAB_018_V2,amanpatil471@srmist.edu.in,table_heavy,high,False
SRM_TAB_019,Mithun Venkataraman,Prefer not to say,CSE,57.3,Matriculation Board,64.1,ICSE,6.15,0,0,4,SRM_TAB_019,mithunvenkataraman5143@srmist.edu.in,table_heavy,high,False
SRM_TAB_019_V2,Mithun Venkataraman,Prefer not to say,CSE,57.3,Matriculation Board,64.1,ICSE,6.15,0,0,4,SRM_TAB_019_V2,mithunvenkataraman5143@srmist.edu.in,table_heavy,high,False
SRM_TAB_020,Aanya Natarajan,Prefer not to say,MECH,77.3,Matriculation Board,67.9,CBSE,7.05,0,0,3,SRM_TAB_020,aanyanatarajan1986@srmist.edu.in,table_heavy,high,False
SRM_TAB_020_V2,Aanya Natarajan,Prefer not to say,MECH,77.3,Matriculation Board,67.9,CBSE,7.05,0,0,3,SRM_TAB_020_V2,aanyanatarajan1986@srmist.edu.in,table_heavy,high,False
SRM_TAB_021,Pranav Kulkarni,Prefer not to say,AIML,71.9,ICSE,77.8,HSC,7.12,0,0,4,SRM_TAB_021,pranavkulkarni4285@srmist.edu.in,table_heavy,high,False
SRM_TAB_021_V2,Pranav Kulkarni,Prefer not to say,AIML,71.9,ICSE,77.8,HSC,7.12,0,0,4,SRM_TAB_021_V2,pranavkulkarni4285@srmist.edu.in,table_heavy,high,False
SRM_TAB_022,Nithya Kulkarni,Prefer not to say,AIML,59.9,ICSE,57.0,HSC,6.96,0,0,2,SRM_TAB_022,nithyakulkarni3338@srmist.edu.in,table_heavy,high,False
SRM_TAB_022_V2,Nithya Kulkarni,Prefer not to say,AIML,59.9,ICSE,57.0,HSC,6.96,0,0,2,SRM_TAB_022_V2,nithyakulkarni3338@srmist.edu.in,table_heavy,high,False
SRM_TAB_023,Kabir Das,Prefer not to say,IT,63.1,State Board,69.7,ICSE,7.02,0,0,4,SRM_TAB_023,kabirdas8480@srmist.edu.in,table_heavy,high,False
SRM_TAB_023_V2,Kabir Das,Prefer not to say,IT,63.1,State Board,69.7,ICSE,7.02,0,0,4,SRM_TAB_023_V2,kabirdas8480@srmist.edu.in,table_heavy,high,False
SRM_TAB_024,Kiara Verma,Prefer not to say,IT,80.4,State Board,81.8,CBSE,7.94,0,0,4,SRM_TAB_024,kiaraverma7433@srmist.edu.in,table_heavy,high,False
SRM_TAB_024_V2,Kiara Verma,Prefer not to say,IT,80.4,State Board,81.8,CBSE,7.94,0,0,4,SRM_TAB_024_V2,kiaraverma7433@srmist.edu.in,table_heavy,high,False
SRM_TAB_025,Ishita Kulkarni,Prefer not to say,AIML,86.1,Matriculation Board,86.1,State Board,8.1,0,0,4,SRM_TAB_025,ishitakulkarni8258@srmist.edu.in,table_heavy,high,False
SRM_TAB_025_V2,Ishita Kulkarni,Prefer not to say,AIML,86.1,Matriculation Board,86.1,State Board,8.1,0,0,4,SRM_TAB_025_V2,ishitakulkarni8258@srmist.edu.in,table_heavy,high,False
SRM_TAB_026,Kritika Kumar,Prefer not to say,CSE,57.4,CBSE,65.6,ICSE,6.88,0,1,4,SRM_TAB_026,kritikakumar3308@srmist.edu.in,table_heavy,high,False
SRM_TAB_026_V2,Kritika Kumar,Prefer not to say,CSE,57.4,CBSE,65.6,ICSE,6.88,0,1,4,SRM_TAB_026_V2,kritikakumar3308@srmist.edu.in,table_heavy,high,False
SRM_TAB_027,Praveen Subramanian,Prefer not to say,AIML,77.3,CBSE,56.9,ICSE,8.08,0,0,3,SRM_TAB_027,praveensubramanian3441@srmist.edu.in,table_heavy,high,False
SRM_TAB_027_V2,Praveen Subramanian,Prefer not to say,AIML,77.3,CBSE,56.9,ICSE,8.08,0,0,3,SRM_TAB_027_V2,praveensubramanian3441@srmist.edu.in,table_heavy,high,False
SRM_TAB_028,Rashmi Gopalakrishnan,Prefer not to say,CSE,93.1,ICSE,91.7,ICSE,8.53,0,0,4,SRM_TAB_028,rashmigopalakrishnan8284@srmist.edu.in,table_heavy,high,False
SRM_TAB_028_V2,Rashmi Gopalakrishnan,Prefer not to say,CSE,93.1,ICSE,91.7,ICSE,8.53,0,0,4,SRM_TAB_028_V2,rashmigopalakrishnan8284@srmist.edu.in,table_heavy,high,False
SRM_TAB_029,Lavanya Ghosh,Prefer not to say,CSE,91.3,State Board,87.6,CBSE,9.03,0,0,3,SRM_TAB_029,lavanyaghosh5125@srmist.edu.in,table_heavy,high,False
SRM_TAB_029_V2,Lavanya Ghosh,Prefer not to say,AIDS,91.3,State Board,87.6,CBSE,9.03,0,0,3,SRM_TAB_029_V2,lavanyaghosh5125@srmist.edu.in,table_heavy,high,False
SRM_TAB_030,Vihaan Venkataraman,Prefer not to say,AIML,53.3,ICSE,59.5,HSC,6.63,0,1,4,SRM_TAB_030,vihaanvenkataraman9647@srmist.edu.in,table_heavy,high,False
SRM_TAB_030_V2,Vihaan Venkataraman,Prefer not to say,AIML,53.3,ICSE,59.5,HSC,6.63,0,1,4,SRM_TAB_030_V2,vihaanvenkataraman9647@srmist.edu.in,table_heavy,high,False
SRM_TAB_031,Myra Balakrishnan,Prefer not to say,ECE,99.0,ICSE,99.0,CBSE,9.57,0,0,4,SRM_TAB_031,myrabalakrishnan760@srmist.edu.in,table_heavy,high,False
SRM_TAB_031_V2,Myra Balakrishnan,Prefer not to say,AIML,99.0,ICSE,99.0,CBSE,9.57,0,0,4,SRM_TAB_031_V2,myrabalakrishnan760@srmist.edu.in,table_heavy,high,False
SRM_TAB_032,Gayathri Patel,Prefer not to say,IT,87.9,CBSE,89.6,State Board,8.06,0,0,4,SRM_TAB_032,gayathripatel4235@srmist.edu.in,table_heavy,high,False
SRM_TAB_032_V2,Gayathri Patel,Prefer not to say,IT,87.9,CBSE,89.6,State Board,8.06,0,0,4,SRM_TAB_032_V2,gayathripatel4235@srmist.edu.in,table_heavy,high,False
SRM_TAB_033,Logesh Venkataraman,Prefer not to say,AIML,83.7,ICSE,89.3,CBSE,8.45,0,0,4,SRM_TAB_033,logeshvenkataraman6238@srmist.edu.in,table_heavy,high,False
SRM_TAB_033_V2,Logesh Venkataraman,Prefer not to say,AIML,83.7,ICSE,89.3,CBSE,8.45,0,0,4,SRM_TAB_033_V2,logeshvenkataraman6238@srmist.edu.in,table_heavy,high,False
SRM_TAB_034,Vihaan Subramaniam,Prefer not to say,CSE,78.7,CBSE,59.2,ICSE,8.33,0,0,2,SRM_TAB_034,vihaansubramaniam3848@srmist.edu.in,table_heavy,high,False
SRM_TAB_034_V2,Vihaan Subramaniam,Prefer not to say,CSE,78.7,CBSE,59.2,ICSE,8.33,0,0,2,SRM_TAB_034_V2,vihaansubramaniam3848@srmist.edu.in,table_heavy,high,False
SRM_TAB_035,Suresh Subramanian,Prefer not to say,IT,94.0,State Board,99.0,HSC,9.56,0,0,2,SRM_TAB_035,sureshsubramanian1350@srmist.edu.in,table_heavy,high,False
SRM_TAB_035_V2,Suresh Subramanian,Prefer not to say,IT,94.0,State Board,99.0,HSC,9.56,0,0,2,SRM_TAB_035_V2,sureshsubramanian1350@srmist.edu.in,table_heavy,high,False
SRM_TAB_036,Casey Shah,Prefer not to say,CSE,61.6,CBSE,70.2,CBSE,7.6,0,0,3,SRM_TAB_036,caseyshah8484@srmist.edu.in,table_heavy,high,False
SRM_TAB_036_V2,Casey Shah,Prefer not to say,CSE,61.6,CBSE,70.2,CBSE,7.6,0,0,3,SRM_TAB_036_V2,caseyshah8484@srmist.edu.in,table_heavy,high,False
SRM_TAB_037,Suresh Reddy,Prefer not to say,IT,47.0,CBSE,55.2,CBSE,5.26,0,0,4,SRM_TAB_037,sureshreddy172@srmist.edu.in,table_heavy,high,False
SRM_TAB_037_V2,Suresh Reddy,Prefer not to say,IT,47.0,CBSE,55.2,CBSE,5.26,0,0,4,SRM_TAB_037_V2,sureshreddy172@srmist.edu.in,table_heavy,high,False
SRM_TAB_038,Lakshya Shah,Prefer not to say,CSE,76.7,State Board,80.3,ICSE,7.46,0,0,4,SRM_TAB_038,lakshyashah6141@srmist.edu.in,table_heavy,high,False
SRM_TAB_038_V2,Lakshya Shah,Prefer not to say,ECE,76.7,State Board,80.3,ICSE,7.46,0,0,4,SRM_TAB_038_V2,lakshyashah6141@srmist.edu.in,table_heavy,high,False
SRM_TAB_039,Tara Balakrishnan,Prefer not to say,AIML,71.7,ICSE,68.2,CBSE,8.08,0,0,4,SRM_TAB_039,tarabalakrishnan4506@srmist.edu.in,table_heavy,high,False
SRM_TAB_039_V2,Tara Balakrishnan,Prefer not to say,AIML,71.7,ICSE,68.2,CBSE,8.08,0,0,4,SRM_TAB_039_V2,tarabalakrishnan4506@srmist.edu.in,table_heavy,high,False
SRM_TAB_040,Ishita Jadhav,Prefer not to say,MECH,75.7,Matriculation Board,72.6,CBSE,8.08,0,0,3,SRM_TAB_040,ishitajadhav3828@srmist.edu.in,table_heavy,high,False
SRM_TAB_040_V2,Ishita Jadhav,Prefer not to say,MECH,75.7,Matriculation Board,72.6,CBSE,8.08,0,0,3,SRM_TAB_040_V2,ishitajadhav3828@srmist.edu.in,table_heavy,high,False
SRM_TAB_041,Vikram Jain,Prefer not to say,IT,75.3,State Board,91.7,Hsc,7.97,0,1,4,SRM_TAB_041,srm_tab_041@srmist.edu.in,table_heavy,high,True
SRM_TAB_042,Quinn Yadav,Prefer not to say,CSE,78.9,State Board,60.6,Hsc,7.07,0,1,4,SRM_TAB_042,srm_tab_042@srmist.edu.in,table_heavy,high,True
SRM_TAB_043,Riya Gupta,Prefer not to say,AIML,99.0,State Board,72.5,CBSE,6.1,0,1,2,SRM_TAB_043,srm_tab_043@srmist.edu.in,table_heavy,high,True
SRM_TAB_044,Santhosh Patil,Prefer not to say,CSE,97.0,State Board,79.6,ICSE,6.81,0,2,2,SRM_TAB_044,srm_tab_044@srmist.edu.in,table_heavy,high,True
SRM_TAB_045,Manoj Subramaniam,Prefer not to say,CSE,91.3,CBSE,69.1,CBSE,7.59,0,1,4,SRM_TAB_045,srm_tab_045@srmist.edu.in,table_heavy,high,True
SRM_TAB_046,Karthik Chauhan,Prefer not to say,MECH,88.3,State Board,79.7,Hsc,7.96,0,1,3,SRM_TAB_046,srm_tab_046@srmist.edu.in,table_heavy,high,True
SRM_TAB_047,Divya Subramaniam,Prefer not to say,ECE,94.6,State Board,91.1,Hsc,8.67,0,2,3,SRM_TAB_047,srm_tab_047@srmist.edu.in,table_heavy,high,True
SRM_TAB_048,Lakshya Hegde,Prefer not to say,AIML,51.4,ICSE,69.7,Hsc,9.31,0,1,3,SRM_TAB_048,srm_tab_048@srmist.edu.in,table_heavy,high,True
SRM_TAB_049,Vihaan Agarwal,Prefer not to say,CSE,78.6,State Board,76.1,ICSE,7.59,0,1,4,SRM_TAB_049,srm_tab_049@srmist.edu.in,table_heavy,high,True
SRM_TAB_050,Venkat Patel,Prefer not to say,MECH,62.4,CBSE,56.9,State Board,8.27,0,1,4,SRM_TAB_050,srm_tab_050@srmist.edu.in,table_heavy,high,True
SRM_TAB_051,Vihaan Rao,Prefer not to say,IT,92.2,ICSE,74.4,Hsc,6.01,0,1,2,SRM_TAB_051,srm_tab_051@srmist.edu.in,table_heavy,high,True
SRM_TAB_052,Logesh Sharma,Prefer not to say,IT,64.0,State Board,83.4,Hsc,8.87,0,1,4,SRM_TAB_052,srm_tab_052@srmist.edu.in,table_heavy,high,True
SRM_TAB_053,Mithun Kumar,Prefer not to say,AIML,82.2,CBSE,89.8,State Board,8.9,0,1,4,SRM_TAB_053,srm_tab_053@srmist.edu.in,table_heavy,high,True
SRM_TAB_054,Amritha Subramanian,Prefer not to say,AIDS,87.8,State Board,65.3,State Board,7.78,0,1,4,SRM_TAB_054,srm_tab_054@srmist.edu.in,table_heavy,high,True
SRM_TAB_055,Nikhil Reddy,Prefer not to say,AIML,66.8,CBSE,81.1,CBSE,6.13,0,1,4,SRM_TAB_055,srm_tab_055@srmist.edu.in,table_heavy,high,True
SRM_TAB_056,Karthik Verma,Prefer not to say,CSE,70.3,ICSE,72.4,CBSE,8.02,0,2,4,SRM_TAB_056,srm_tab_056@srmist.edu.in,table_heavy,high,True
SRM_TAB_057,Riley Rajendran,Prefer not to say,IT,42.2,CBSE,72.4,State Board,8.34,0,1,4,SRM_TAB_057,srm_tab_057@srmist.edu.in,table_heavy,high,True
SRM_TAB_058,Gokul Pillai,Prefer not to say,CSE,84.9,ICSE,55.9,CBSE,8.48,0,1,2,SRM_TAB_058,srm_tab_058@srmist.edu.in,table_heavy,high,True
SRM_TAB_059,Santhosh Murugan,Prefer not to say,ECE,94.0,CBSE,82.0,ICSE,7.16,0,1,3,SRM_TAB_059,srm_tab_059@srmist.edu.in,table_heavy,high,True
SRM_TAB_060,Rohit Krishnamurthy,Prefer not to say,CSE,63.8,ICSE,82.4,CBSE,7.31,0,1,4,SRM_TAB_060,srm_tab_060@srmist.edu.in,table_heavy,high,True
SRM_TAB_061,Reyansh Subramanian,Prefer not to say,MECH,72.1,ICSE,64.9,CBSE,6.55,0,2,2,SRM_TAB_061,srm_tab_061@srmist.edu.in,table_heavy,high,True
SRM_TAB_062,Harini Kulkarni,Prefer not to say,ECE,99.0,CBSE,79.1,State Board,9.53,0,1,4,SRM_TAB_062,srm_tab_062@srmist.edu.in,table_heavy,high,True
SRM_TAB_063,Monisha Mehta,Prefer not to say,IT,80.5,State Board,58.4,CBSE,8.06,0,2,3,SRM_TAB_063,srm_tab_063@srmist.edu.in,table_heavy,high,True
SRM_TAB_064,Myra Venkataraman,Prefer not to say,AIML,72.7,CBSE,82.1,ICSE,6.98,0,1,3,SRM_TAB_064,srm_tab_064@srmist.edu.in,table_heavy,high,True
SRM_TAB_065,Aarav Kulkarni,Prefer not to say,MECH,90.2,ICSE,76.3,ICSE,8.27,0,1,4,SRM_TAB_065,srm_tab_065@srmist.edu.in,table_heavy,high,True
SRM_TAB_066,Arnav Bhat,Prefer not to say,CSE,55.4,ICSE,82.2,Hsc,8.04,0,1,4,SRM_TAB_066,srm_tab_066@srmist.edu.in,table_heavy,high,True
SRM_TAB_067,Priya Agarwal,Prefer not to say,IT,63.4,State Board,85.6,Hsc,7.29,0,1,3,SRM_TAB_067,srm_tab_067@srmist.edu.in,table_heavy,high,True
